iter	RMSE
252	0.3163092282
253	0.3160637937
254	0.3157920165
255	0.3156265136
256	0.3154281941
257	0.3151713184
258	0.3150014881
259	0.3146403309
260	0.3144695436
261	0.3142115143
262	0.3140398272
263	0.3137971348
264	0.313526513
265	0.3133548645
266	0.3130875015
267	0.3128422037
268	0.3126702347
269	0.31237676
270	0.3121674443
271	0.3119391127
272	0.3117829646
273	0.3115288868
274	0.3113138888
275	0.3109943482
276	0.3107417762
277	0.31057939
278	0.3104390792
279	0.3102440795
280	0.3100490687
281	0.309848502
282	0.3094961205
283	0.3093538042
284	0.3091863942
285	0.3090256001
286	0.3087324481
287	0.3085750762
288	0.3084031854
289	0.3081535372
290	0.3079140798
291	0.3077647373
292	0.3076120667
293	0.3073500952
294	0.3072331879
295	0.3070499389
296	0.3068648796
297	0.3067347431
298	0.3065740626
299	0.3063600283
300	0.3061458125
301	0.306028366
302	0.3057799352
303	0.3056478534
304	0.3053415305
305	0.3049911672
306	0.3047739355
307	0.3046131588
308	0.304440607
309	0.3042648724
310	0.3040860549
311	0.3039057426
312	0.3037033244
313	0.303485268
314	0.3033662898
315	0.3031812627
316	0.3030715284
317	0.3028561892
318	0.3026910387
319	0.3025214427
320	0.3023770736
321	0.3021572542
322	0.3019544394
323	0.3018582674
324	0.301698613
325	0.3014195563
326	0.3012943005
327	0.3010790667
328	0.3008839334
329	0.3007180769
330	0.3004772826
331	0.300317155
332	0.3001314578
333	0.2999786047
334	0.2998084318
335	0.2996344017
336	0.2994193823
337	0.2992004946
338	0.2990576365
339	0.2989223717
340	0.2987368152
341	0.2986204451
342	0.298495685
343	0.2983989296
344	0.2982898997
345	0.2980540159
346	0.2979439291
347	0.2977612727
348	0.2975348854
349	0.2974499743
350	0.2972531636
351	0.2970548493
352	0.296861555
353	0.2966694419
354	0.2965484349
355	0.2964189014
356	0.2962765812
357	0.2960811862
358	0.2959095736
359	0.2957232102
360	0.2955172006
361	0.2952603146
362	0.2951200895
363	0.2949531394
364	0.2948016711
365	0.2947113127
366	0.2946018206
367	0.294400965
368	0.2942228724
369	0.2940900809
370	0.29392957
371	0.2937782035
372	0.2936216602
373	0.2934664087
374	0.2932977542
375	0.293140546
376	0.2930009312
377	0.2928104124
378	0.2926192557
379	0.2924951397
380	0.2923646735
381	0.2922340644
382	0.2920532834
383	0.2918293032
384	0.2916472196
385	0.291526197
386	0.2913976474
387	0.2912401445
388	0.2910491901
389	0.2909528917
390	0.2908133507
391	0.290772525
392	0.2906252341
393	0.2904973928
394	0.2903410716
395	0.2902242995
396	0.290124274
397	0.2899954198
398	0.2898487488
399	0.2896901342
400	0.2895417232
401	0.2893794754
402	0.2891990444
403	0.2890259269
404	0.2888958037
405	0.2887464875
406	0.2886016691
407	0.2883741515
408	0.2881419535
409	0.2879919592
410	0.2878813937
411	0.2877337078
412	0.2875921736
413	0.2874885327
414	0.2874202109
415	0.2872626537
416	0.2871186158
417	0.2870065535
418	0.2868375216
419	0.2867107288
420	0.2866415459
421	0.2865141475
422	0.2863948889
423	0.286255324
424	0.2861468028
425	0.2859636082
426	0.2858125588
427	0.2856706113
428	0.2855277722
429	0.2853732472
430	0.2852348053
431	0.2851148092
432	0.2849090017
433	0.284812856
434	0.2847213102
435	0.2845862011
436	0.2845106717
437	0.2843393201
438	0.284143111
439	0.2839977005
440	0.2838739116
441	0.2837381102
442	0.2835963095
443	0.2835468409
444	0.2834817474
445	0.2833313047
446	0.2831774641
447	0.2830389827
448	0.2828824327
449	0.2827388784
450	0.2826532909
451	0.2824928402
452	0.2824153467
453	0.2822766285
454	0.2821336074
455	0.2820250857
456	0.281879177
457	0.2817866563
458	0.281610765
459	0.2815478207
460	0.2814102232
461	0.2813221928
462	0.2812145374
463	0.2811110022
464	0.2810367966
465	0.2808907946
466	0.2807407608
467	0.2806365522
468	0.2805538094
469	0.280420495
470	0.2802740865
471	0.2801608015
472	0.280100143
473	0.279945703
474	0.2797113226
475	0.2796397681
476	0.2795007788
477	0.2793641236
478	0.2792348496
479	0.27922071
480	0.2790541602
481	0.2788954387
482	0.2787821726
483	0.278697162
484	0.2786350409
485	0.27850315
486	0.2784108557
487	0.2782414864
488	0.2781401812
489	0.2780641051
490	0.2779650861
491	0.2778303146
492	0.2776816228
493	0.2775791256
494	0.2774561078
495	0.2772839767
496	0.277174477
497	0.2770941103
498	0.276996996
499	0.2768842376
500	0.2767570604
501	0.2766863159
502	0.2765833169
503	0.2764814051
504	0.2764167195
505	0.2762903832
506	0.2761987758
507	0.2760514938
508	0.2758971039
509	0.2757868093
510	0.2756802024
511	0.275585395
512	0.2754626618
513	0.2753620496
514	0.2752434273
515	0.2751464085
516	0.2750211291
517	0.2749467739
518	0.2748676156
519	0.2747549628
520	0.274670162
521	0.2746234826
522	0.2745393699
523	0.2744333717
524	0.2743177393
525	0.2742001781
526	0.2741325223
527	0.2740046635
528	0.2739484949
529	0.2738542973
530	0.2737588671
531	0.2735792264
532	0.2735013897
533	0.2733332557
534	0.2732172451
535	0.2730597081
536	0.2729298442
537	0.272789152
538	0.2726870442
539	0.2726120146
540	0.2725058633
541	0.2724383501
542	0.2723552351
543	0.2722061511
544	0.2720667998
545	0.2720038227
546	0.2718692441
547	0.2718105539
548	0.271701556
549	0.271618625
550	0.2715220005
551	0.2714258556
552	0.2713143166
553	0.2712125938
554	0.2710974173
555	0.2709943225
556	0.2708807098
557	0.2708018418
558	0.2706859437
559	0.2705788387
560	0.2705034838
561	0.2704299941
562	0.2703215434
563	0.2701834544
564	0.2701169069
565	0.2700043364
566	0.2698852969
567	0.2698155585
568	0.2697315143
569	0.2696132968
570	0.2695014062
571	0.2694263007
572	0.2693033889
573	0.2692389235
574	0.269182044
575	0.2690559892
576	0.2689458356
577	0.2688827119
578	0.2688041961
579	0.2686742179
580	0.2685979059
581	0.26846831
582	0.2683799802
583	0.2683149684
584	0.2682468473
585	0.2681713138
586	0.2680758362
587	0.2679819983
588	0.2678484535
589	0.2677298997
590	0.2676339694
591	0.2675399214
592	0.2674647048
593	0.2673560275
594	0.2672402239
595	0.2671214797
596	0.267016129
597	0.2669296157
598	0.2668695389
599	0.266795725
600	0.2666919592
601	0.2666021346
602	0.2665313794
603	0.2664581927
604	0.2663186183
605	0.2662139234
606	0.2660809299
607	0.2660056114
608	0.2659374242
609	0.2658256824
610	0.2657646555
611	0.2656602169
612	0.2655539578
613	0.2654428058
614	0.2653821913
615	0.265309011
616	0.2652287267
617	0.2651178577
618	0.2649860851
619	0.2649035175
620	0.2648145371
621	0.2647191008
622	0.2646444801
623	0.2645779342
624	0.2644445627
625	0.2643796799
626	0.2643226207
627	0.2641994455
628	0.2641199488
629	0.2640133005
630	0.263915548
631	0.2638617195
632	0.2637902979
633	0.2636946065
634	0.2636221856
635	0.263512671
636	0.2634610322
637	0.2634047698
638	0.26334054
639	0.2632557187
640	0.2631463025
641	0.2630334901
642	0.2629031971
643	0.262839881
644	0.2627231596
645	0.262653911
646	0.2625713403
647	0.2624915355
648	0.2624025474
649	0.2622710238
650	0.2622071514
651	0.2620925419
652	0.2619963524
653	0.2619257701
654	0.2618323289
655	0.2617632721
656	0.2616792125
657	0.261619268
658	0.2615264472
659	0.2614326563
660	0.2612986797
661	0.2612530002
662	0.2611252974
663	0.2610445475
664	0.2609561042
665	0.2608799016
666	0.2607267016
667	0.2606452155
668	0.2605127107
669	0.2604349539
670	0.2603352794
671	0.2602435399
672	0.2601875805
673	0.260108325
674	0.2600679995
675	0.2599700403
676	0.2599216822
677	0.2598026111
678	0.2597266789
679	0.2596355292
680	0.2595341748
681	0.2594707229
682	0.2593933396
683	0.2593217444
684	0.2592382701
685	0.2591840017
686	0.2590869353
687	0.2590251242
688	0.2589186125
689	0.2588620513
690	0.2587941581
691	0.2587207113
692	0.2586842832
693	0.258597897
694	0.2585293418
695	0.2584703057
696	0.2584117461
697	0.2583048997
698	0.2582147187
699	0.2581518047
700	0.2580685826
701	0.2580165444
702	0.2579269582
703	0.2578752579
704	0.2577698607
705	0.2576650374
706	0.2575876441
707	0.2575024965
708	0.2574450266
709	0.2573755783
710	0.257289757
711	0.2572125752
712	0.2571172911
713	0.2570632249
714	0.256960266
715	0.2568774869
716	0.2567947793
717	0.2567448379
718	0.2566802174
719	0.256560343
720	0.2564963051
721	0.2563975585
722	0.25633719
723	0.2562482119
724	0.2561857754
725	0.2561067246
726	0.2560344395
727	0.2559820624
728	0.25592485
729	0.2558634448
730	0.2558112174
731	0.2557018866
732	0.2556521419
733	0.2555930461
734	0.2555407493
735	0.255449302
736	0.2553593238
737	0.2553255105
738	0.2552825404
739	0.2551733843
740	0.2550636621
741	0.2550069139
742	0.2549338703
743	0.2548627564
744	0.2547628126
745	0.2546882022
746	0.2546201549
747	0.2545473027
748	0.2544673459
749	0.2544240854
750	0.2543467782
751	0.2542622436
752	0.2542224835
753	0.254148797
754	0.2540637959
755	0.2539976003
756	0.2539098905
757	0.2538557373
758	0.2537970399
759	0.2537534874
760	0.2536570368
761	0.2535743482
762	0.2535036855
763	0.2534405557
764	0.2533680718
765	0.2532970679
766	0.2532243827
767	0.2531852851
768	0.2530759421
769	0.2530403788
770	0.2530007179
771	0.2529452891
772	0.2528620389
773	0.2527734078
774	0.2527114098
775	0.2526509036
776	0.2525748141
777	0.2525339596
778	0.2524284602
779	0.2523605707
780	0.2522948446
781	0.2522318564
782	0.2521696277
783	0.2521065331
784	0.2520190016
785	0.2519439809
786	0.2518817551
787	0.2518137884
788	0.2517051878
789	0.2516190967
790	0.2515401468
791	0.2514930792
792	0.2513996588
793	0.2513429135
794	0.2512969116
795	0.2512531212
796	0.251177775
797	0.2511032535
798	0.2510076762
799	0.2509390173
800	0.2509077272
801	0.2508702123
802	0.2508075813
803	0.2507143852
804	0.2506731305
805	0.2506185552
806	0.250532073
807	0.2504537818
808	0.25039767
809	0.2503209317
810	0.2502023497
811	0.2501214849
812	0.2500615249
813	0.2500122026
814	0.2499499472
815	0.2498915933
816	0.2498053836
817	0.2497056596
818	0.249610191
819	0.2495636849
820	0.2494775676
821	0.2494177672
822	0.2493151167
823	0.2492281156
824	0.2491417043
825	0.2490916868
826	0.2490459297
827	0.2489373245
828	0.248847112
829	0.2487753529
830	0.2487025488
831	0.2486330481
832	0.2485305547
833	0.2484605583
834	0.2484010645
835	0.248324458
836	0.2482742719
837	0.2482117068
838	0.2481384962
839	0.2480512619
840	0.2480003817
841	0.2478927493
842	0.2478146877
843	0.2477658055
844	0.2477136019
845	0.2476365284
846	0.2475786845
847	0.2474868686
848	0.2474389803
849	0.2473538354
850	0.2472961467
851	0.2472586789
852	0.2471669831
853	0.2471206446
854	0.2470650488
855	0.246951051
856	0.2468984843
857	0.2468256047
858	0.2467572621
859	0.246695922
860	0.2466328825
861	0.2465856383
862	0.2465182988
863	0.2464261187
864	0.2463607857
865	0.246305673
866	0.2462417029
867	0.2461819721
868	0.2461222338
869	0.2460537644
870	0.2459798831
871	0.2458840243
872	0.245812396
873	0.2457562997
874	0.245675831
875	0.2456389853
876	0.245565364
877	0.2455026364
878	0.2454536003
879	0.2454202983
880	0.2453619155
881	0.2453169867
882	0.2452653899
883	0.2452152405
884	0.2451518606
885	0.2451010115
886	0.2450298526
887	0.2449683274
888	0.2449215973
889	0.2448443655
890	0.2447822219
891	0.2447254817
892	0.2446383697
893	0.2445936478
894	0.2445388955
895	0.2444452314
896	0.2443741322
897	0.2443099704
898	0.2442726252
899	0.2442044642
900	0.2441576649
901	0.2441186014
902	0.2440630592
903	0.2440226079
904	0.2439617462
905	0.2438896728
906	0.2438297726
907	0.2437546176
908	0.2436982133
909	0.2436288593
910	0.2435663223
911	0.24352676
912	0.2434905111
913	0.2434273709
914	0.2433633023
915	0.2433241527
916	0.2432756087
917	0.2432053725
918	0.2431466846
919	0.2430919117
920	0.2430444191
921	0.2429863918
922	0.2429163125
923	0.2428675416
924	0.2427980101
925	0.2427429633
926	0.2426744643
927	0.2426225281
928	0.2425489622
929	0.2425233304
930	0.2424564802
931	0.2424269054
932	0.242364703
933	0.2422623191
934	0.2421888152
935	0.2421481653
936	0.2420700829
937	0.2419950619
938	0.2419351211
939	0.2418887933
940	0.2418306199
941	0.2417298009
942	0.2416713983
943	0.2415980951
944	0.2415605886
945	0.2415255539
946	0.2414311214
947	0.241384103
948	0.2413096628
949	0.2412751129
950	0.2412251589
951	0.2411357068
952	0.2410542623
953	0.240990547
954	0.240929477
955	0.2408618774
956	0.2408091439
957	0.24076916
958	0.2406957815
959	0.240612126
960	0.2405575985
961	0.2405331677
962	0.240491936
963	0.2404348453
964	0.2403664557
965	0.2403267861
966	0.2402795949
967	0.2402051001
968	0.2401644581
969	0.2401031922
970	0.2399992706
971	0.2399258854
972	0.2398806431
973	0.2398209301
974	0.2397849419
975	0.2397312614
976	0.2396620686
977	0.2395887472
978	0.2395485544
979	0.2394795346
980	0.2394441267
981	0.2393842253
982	0.2393165996
983	0.2392371538
984	0.2392071859
985	0.2391423612
986	0.2390740298
987	0.2390455099
988	0.2389797865
989	0.2388850332
990	0.2388417257
991	0.2388005663
992	0.2387588623
993	0.2387291741
994	0.2386591388
995	0.238618057
996	0.2385781272
997	0.2385088172
998	0.2384338276
999	0.2383720218
1000	0.238328683
1001	0.2382908283
1002	0.2381987135
1003	0.238151131
1004	0.2380898296
1005	0.2380136554
1006	0.237968857
1007	0.2379032812
1008	0.2378489889
1009	0.2378015809
1010	0.2377570434
1011	0.2377233468
1012	0.2376867093
1013	0.2376210777
1014	0.2375681141
1015	0.2375095345
1016	0.2374623126
1017	0.2373990094
1018	0.2373439535
1019	0.237286978
1020	0.237237581
1021	0.2371514497
1022	0.2370911709
1023	0.2370620015
1024	0.2370091976
1025	0.2369257403
1026	0.2368684944
1027	0.2368118626
1028	0.2367494595
1029	0.2366991271
1030	0.2366743715
1031	0.2366161677
1032	0.2365762475
1033	0.2365128054
1034	0.2364208687
1035	0.2363641367
1036	0.236302296
1037	0.2362282277
1038	0.2361706853
1039	0.2361045964
1040	0.2360357003
1041	0.235978699
1042	0.2359308705
1043	0.2358853335
1044	0.235819606
1045	0.2357656196
1046	0.2357104971
1047	0.2356697666
1048	0.2356057621
1049	0.235568681
1050	0.2355221873
1051	0.2354545856
1052	0.2353965115
1053	0.2353264282
1054	0.2352713275
1055	0.2351984727
1056	0.2351386004
1057	0.2350925687
1058	0.2350434089
1059	0.2349912221
1060	0.2349541413
1061	0.2348836225
1062	0.2348263708
1063	0.2347833806
1064	0.2347324043
1065	0.2346426817
1066	0.2345749959
1067	0.2345186596
1068	0.234479334
1069	0.234456684
1070	0.2343957582
1071	0.2343493285
1072	0.2343109479
1073	0.234262255
1074	0.2342203481
1075	0.2341478141
1076	0.2340881556
1077	0.2340453879
1078	0.2339940746
1079	0.2339458292
1080	0.2338923447
1081	0.2338089749
1082	0.2337423713
1083	0.2336815976
1084	0.2336217177
1085	0.2335603357
1086	0.2335306829
1087	0.2334841899
1088	0.2334612352
1089	0.2333898146
1090	0.2333320509
1091	0.2333029857
1092	0.2332574767
1093	0.233192888
1094	0.2331723861
1095	0.2331167327
1096	0.2330602075
1097	0.2330173937
1098	0.2329675333
1099	0.2329117827
1100	0.232888176
1101	0.2328534569
1102	0.2328115035
1103	0.2327776261
1104	0.2327287623
1105	0.2326925938
1106	0.2326365247
1107	0.2325878698
1108	0.232540021
1109	0.2324862439
1110	0.2324499152
1111	0.2323966455
1112	0.2323407432
1113	0.2322814397
1114	0.2322224054
1115	0.2321622351
1116	0.2321126168
1117	0.2320593655
1118	0.2320034331
1119	0.2319664737
1120	0.2319093186
1121	0.2318621275
1122	0.2318376701
1123	0.2317949155
1124	0.2317643403
1125	0.2317314172
1126	0.2316814203
1127	0.2316269783
1128	0.2315943954
1129	0.2315517832
1130	0.2314641195
1131	0.231390251
1132	0.2313314752
1133	0.231298516
1134	0.2312238264
1135	0.2311714498
1136	0.2310961845
1137	0.2310392087
1138	0.2309886587
1139	0.2309527164
1140	0.230925716
1141	0.2308544942
1142	0.2308123108
1143	0.230778404
1144	0.2307282661
1145	0.2306795859
1146	0.2306283217
1147	0.2305708415
1148	0.2304921595
1149	0.2304458022
1150	0.2304090622
1151	0.2303678489
1152	0.2303304397
1153	0.2302801003
1154	0.2302096342
1155	0.2301634508
1156	0.2301422138
1157	0.2301180954
1158	0.2300558258
1159	0.2300234274
1160	0.2299925797
1161	0.2299582817
1162	0.2299204893
1163	0.2298631131
1164	0.2298309548
1165	0.2297893012
1166	0.2297355518
1167	0.2296735435
1168	0.2296343757
1169	0.2295723512
1170	0.2295306469
1171	0.2294741565
1172	0.2294137922
1173	0.2293516565
1174	0.2293170044
1175	0.2292707703
1176	0.2292344168
1177	0.2291703463
1178	0.2291113196
1179	0.2290629938
1180	0.2289998032
1181	0.2289805193
1182	0.2289063219
1183	0.2288558948
1184	0.2288098285
1185	0.2287693881
1186	0.2287378983
1187	0.2287013581
1188	0.228624483
1189	0.2285580997
1190	0.2285082832
1191	0.2284339002
1192	0.2283790224
1193	0.2283343117
1194	0.2282978355
1195	0.2282684435
1196	0.2282331083
1197	0.2281969345
1198	0.2281461144
1199	0.2281032682
1200	0.2280652207
1201	0.2280172151
1202	0.2279456099
1203	0.2278959556
1204	0.2278563621
1205	0.2278093816
1206	0.2277569165
1207	0.2277203137
1208	0.2276587792
1209	0.2276283999
1210	0.2275602062
1211	0.2275010457
1212	0.2274808047
1213	0.2274273322
1214	0.2273800115
1215	0.2273254309
1216	0.2273069636
1217	0.2272689588
1218	0.2272373997
1219	0.2271822685
1220	0.2271217447
1221	0.2270745515
1222	0.2270383365
1223	0.2269889198
1224	0.226925374
1225	0.2268704046
1226	0.2268360942
1227	0.2267745004
1228	0.2267142673
1229	0.2266725201
1230	0.2266549167
1231	0.2266067155
1232	0.2265626404
1233	0.2265190886
1234	0.2264753013
1235	0.226410756
1236	0.2263598114
1237	0.2262995401
1238	0.2262401563
1239	0.2262153937
1240	0.2261684006
1241	0.226134761
1242	0.2260662932
1243	0.2260374085
1244	0.2259932556
1245	0.2259286166
1246	0.2258802195
1247	0.2258556653
1248	0.2258059401
1249	0.225774258
1250	0.2257082218
1251	0.225674291
1252	0.2256308851
1253	0.2255954458
1254	0.225566547
1255	0.2255273242
1256	0.225482292
1257	0.2254205412
1258	0.2253697211
1259	0.2253397952
1260	0.2252915597
1261	0.225229433
1262	0.2252016341
1263	0.2251463844
1264	0.2251150715
1265	0.2250587173
1266	0.2250329084
1267	0.2249865195
1268	0.2249544156
1269	0.2248955463
1270	0.2248436349
1271	0.2247935815
1272	0.2247525144
1273	0.2247057824
1274	0.2246677129
1275	0.2246360535
1276	0.2245719288
1277	0.22452547
1278	0.2244819213
1279	0.2244506497
1280	0.2244325019
1281	0.2243682382
1282	0.2243194494
1283	0.224274442
1284	0.2242347008
1285	0.2241593998
1286	0.2241246125
1287	0.2240750233
1288	0.2240061359
1289	0.2239514103
1290	0.2239247898
1291	0.2238577846
1292	0.2238082239
1293	0.2237677964
1294	0.2237359547
1295	0.2236953807
1296	0.2236466819
1297	0.2236023576
1298	0.2235580246
1299	0.22350314
1300	0.2234475889
1301	0.2234156041
1302	0.2233850059
1303	0.2233365428
1304	0.2232864702
1305	0.2232584971
1306	0.2232212371
1307	0.2231775708
1308	0.2231317356
1309	0.2231050918
1310	0.2230553687
1311	0.2230056251
1312	0.2229651205
1313	0.222934668
1314	0.2228920773
1315	0.2228663577
1316	0.2228473515
1317	0.2228047565
1318	0.2227735027
1319	0.2227428985
1320	0.2226946757
1321	0.2226412411
1322	0.2226030859
1323	0.2225498086
1324	0.2225087017
1325	0.2224666889
1326	0.2224237328
1327	0.2223938368
1328	0.2223408981
1329	0.2222829137
1330	0.2222435381
1331	0.2221766382
1332	0.2221385177
1333	0.2220932822
1334	0.2220525318
1335	0.2220234956
1336	0.2219892471
1337	0.2219410111
1338	0.2219026793
1339	0.2218378528
1340	0.2217793229
1341	0.2217369838
1342	0.2217097095
1343	0.2216605206
1344	0.2216310163
1345	0.22159942
1346	0.2215742281
1347	0.2215439262
1348	0.2215035373
1349	0.2214472965
1350	0.2214066042
1351	0.2213602813
1352	0.2213136125
1353	0.2212646606
1354	0.2212489582
1355	0.2211825289
1356	0.2211225541
1357	0.2210845851
1358	0.2210357938
1359	0.221013667
1360	0.2209891676
1361	0.2209398651
1362	0.2208897048
1363	0.2208491284
1364	0.2207993453
1365	0.2207697627
1366	0.2207245527
1367	0.2206763554
1368	0.2206546435
1369	0.2205927782
1370	0.220532459
1371	0.2205026944
1372	0.2204580153
1373	0.2204201298
1374	0.2203509644
1375	0.2203025961
1376	0.220256917
1377	0.2202153585
1378	0.2201639449
1379	0.2201014927
1380	0.2200743748
1381	0.2200353964
1382	0.2200129428
1383	0.219974715
1384	0.2199288039
1385	0.2198787317
1386	0.2198437882
1387	0.2198073328
1388	0.2197526582
1389	0.2196945026
1390	0.2196348033
1391	0.219596117
1392	0.2195631108
1393	0.2195353387
1394	0.2194742458
1395	0.2194053171
1396	0.2193655067
1397	0.2193000791
1398	0.2192654863
1399	0.2192388999
1400	0.2192092551
1401	0.2191823348
1402	0.2191529155
1403	0.2191053779
1404	0.2190512998
1405	0.2190030093
1406	0.2189630854
1407	0.2189287268
1408	0.2188911053
1409	0.2188362113
1410	0.2187891369
1411	0.2187333828
1412	0.2186972862
1413	0.2186552832
1414	0.2186204282
1415	0.218566739
1416	0.2185257195
1417	0.2184998563
1418	0.2184493661
1419	0.2184088706
1420	0.2183739772
1421	0.218344004
1422	0.2182842154
1423	0.2182510847
1424	0.218206341
1425	0.218166069
1426	0.2181310267
1427	0.2180814465
1428	0.2180314825
1429	0.2180005924
1430	0.2179774286
1431	0.2179436278
1432	0.2179045637
1433	0.2178696373
1434	0.2178309635
1435	0.217779803
1436	0.2177534453
1437	0.2177196613
1438	0.2176697317
1439	0.2176445205
1440	0.2176007784
1441	0.2175463118
1442	0.2175113244
1443	0.2174562075
1444	0.2174078446
1445	0.2173819117
1446	0.2173284809
1447	0.2172692663
1448	0.217227531
1449	0.2171680687
1450	0.2171215204
1451	0.2170805094
1452	0.2170432683
1453	0.2169954406
1454	0.2169541947
1455	0.2169215025
1456	0.2168736122
1457	0.2168411015
1458	0.2167975388
1459	0.2167726747
1460	0.2167418804
1461	0.2167057642
1462	0.2166717386
1463	0.216656151
1464	0.2166299036
1465	0.2165758118
1466	0.2165217983
1467	0.2164818494
1468	0.2164360172
1469	0.2163943781
1470	0.2163747491
1471	0.2163321105
1472	0.2162975986
1473	0.2162482821
1474	0.216220948
1475	0.2161765679
1476	0.2161299735
1477	0.2160832183
1478	0.2160478987
1479	0.2160043747
1480	0.2159567746
1481	0.2159259481
1482	0.2158960722
1483	0.2158516372
1484	0.2158067124
1485	0.2157748663
1486	0.2157461157
1487	0.2156849637
1488	0.2156262532
1489	0.215581769
1490	0.2155405037
1491	0.2155126595
1492	0.2154818367
1493	0.2154399623
1494	0.2154041115
1495	0.215364591
1496	0.2153208162
1497	0.2152740321
1498	0.2152410061
1499	0.2152112268
1500	0.2151885565
1501	0.2151296155
1502	0.2150878289
1503	0.2150604435
1504	0.2150170463
1505	0.2149831279
1506	0.2149156017
1507	0.2148895809
1508	0.2148422992
1509	0.2148030157
1510	0.2147450284
1511	0.2147115556
