iter	Passed	Remaining
311	37866	326109
312	37990	326010
313	38109	325870
314	38224	325700
315	38339	325520
316	38455	325353
317	38579	325257
318	38704	325164
319	38836	325132
320	38949	324944
321	39068	324801
322	39186	324656
323	39305	324511
324	39424	324372
325	39554	324324
326	39669	324151
327	39806	324158
328	39927	324029
329	40045	323883
330	40166	323758
331	40290	323659
332	40406	323495
333	40530	323392
334	40649	323258
335	40772	323143
336	40903	323097
337	41027	323002
338	41140	322816
339	41269	322754
340	41390	322625
341	41502	322430
342	41624	322314
343	41736	322123
344	41857	322001
345	41987	321941
346	42101	321763
347	42227	321683
348	42357	321628
349	42473	321462
350	42592	321323
351	42726	321301
352	42845	321162
353	42965	321026
354	43082	320877
355	43201	320736
356	43318	320584
357	43436	320438
358	43557	320311
359	43674	320160
360	43809	320137
361	43935	320046
362	44054	319913
363	44186	319867
364	44311	319771
365	44426	319602
366	44542	319443
367	44676	319413
368	44804	319338
369	44928	319233
370	45044	319073
371	45163	318939
372	45280	318787
373	45400	318652
374	45518	318505
375	45639	318384
376	45751	318200
377	45876	318098
378	45999	317990
379	46115	317835
380	46245	317769
381	46378	317730
382	46505	317643
383	46636	317588
384	46778	317607
385	46906	317531
386	47024	317387
387	47143	317243
388	47266	317135
389	47376	316938
390	47497	316814
391	47603	316584
392	47723	316454
393	47844	316332
394	47962	316186
395	48085	316077
396	48206	315950
397	48336	315888
398	48456	315759
399	48580	315650
400	48707	315568
401	48831	315460
402	48960	315389
403	49076	315231
404	49195	315091
405	49326	315032
406	49447	314907
407	49582	314871
408	49711	314797
409	49846	314759
410	49965	314625
411	50091	314528
412	50215	314421
413	50331	314271
414	50449	314121
415	50578	314050
416	50697	313912
417	50815	313768
418	50934	313631
419	51056	313508
420	51161	313286
421	51278	313138
422	51398	313007
423	51517	312869
424	51636	312736
425	51758	312614
426	51879	312490
427	52005	312398
428	52126	312273
429	52249	312160
430	52374	312061
431	52498	311951
432	52625	311861
433	52744	311729
434	52868	311621
435	53002	311570
436	53115	311400
437	53241	311305
438	53371	311234
439	53498	311144
440	53620	311025
441	53743	310910
442	53859	310757
443	53978	310616
444	54095	310470
445	54215	310339
446	54340	310236
447	54461	310114
448	54586	310010
449	54710	309904
450	54831	309781
451	54951	309647
452	55069	309506
453	55186	309362
454	55308	309242
455	55422	309078
456	55551	308997
457	55673	308879
458	55800	308787
459	55910	308603
460	56036	308503
461	56152	308352
462	56269	308207
463	56383	308046
464	56499	307891
465	56633	307838
466	56764	307768
467	56888	307659
468	56999	307482
469	57125	307382
470	57251	307283
471	57371	307153
472	57484	306987
473	57619	306938
474	57748	306855
475	57855	306658
476	57977	306537
477	58112	306486
478	58233	306361
479	58286	305880
480	58414	305795
481	58544	305718
482	58657	305552
483	58774	305407
484	58891	305265
485	59008	305121
486	59129	304994
487	59254	304893
488	59372	304753
489	59488	304604
490	59608	304475
491	59739	304403
492	59866	304309
493	59986	304181
494	60109	304066
495	60244	304016
496	60362	303878
497	60478	303730
498	60604	303629
499	60725	303505
500	60848	303394
501	60958	303212
502	61082	303105
503	61204	302985
504	61318	302829
505	61438	302698
506	61553	302547
507	61682	302463
508	61805	302347
509	61932	302253
510	62052	302126
511	62171	301992
512	62294	301877
513	62408	301720
514	62533	301620
515	62656	301502
516	62782	301406
517	62897	301253
518	63004	301060
519	63122	300923
520	63236	300769
521	63343	300579
522	63460	300434
523	63582	300318
524	63711	300233
525	63832	300110
526	63940	299925
527	64060	299798
528	64173	299635
529	64290	299496
530	64408	299359
531	64537	299276
532	64656	299143
533	64791	299084
534	64912	298961
535	65042	298881
536	65170	298788
537	65293	298673
538	65409	298531
539	65529	298403
540	65648	298269
541	65762	298116
542	65875	297955
543	65997	297838
544	66129	297764
545	66249	297635
546	66375	297536
547	66496	297413
548	66621	297308
549	66743	297190
550	66860	297049
551	66979	296917
552	67106	296820
553	67228	296705
554	67343	296555
555	67460	296413
556	67583	296299
557	67702	296166
558	67823	296045
559	67949	295944
560	68062	295786
561	68179	295647
562	68306	295549
563	68424	295413
564	68543	295282
565	68671	295192
566	68797	295091
567	68911	294936
568	69030	294803
569	69159	294717
570	69279	294591
571	69393	294435
572	69525	294361
573	69638	294204
574	69756	294069
575	69882	293969
576	70004	293847
577	70121	293711
578	70241	293581
579	70367	293480
580	70488	293357
581	70613	293253
582	70731	293117
583	70846	292969
584	70961	292821
585	71079	292688
586	71208	292598
587	71332	292485
588	71457	292381
589	71592	292313
590	71709	292176
591	71825	292032
592	71947	291914
593	72066	291784
594	72187	291663
595	72311	291553
596	72438	291453
597	72566	291359
598	72676	291191
599	72798	291072
600	72919	290950
601	73039	290821
602	73163	290712
603	73287	290602
604	73414	290501
605	73535	290380
606	73658	290264
607	73778	290136
608	73890	289981
609	74016	289878
610	74135	289747
611	74260	289639
612	74383	289525
613	74513	289436
614	74626	289281
615	74746	289156
616	74862	289014
617	74993	288930
618	75116	288817
619	75239	288700
620	75371	288622
621	75492	288497
622	75612	288369
623	75723	288211
624	75856	288133
625	75971	287986
626	76083	287829
627	76207	287719
628	76322	287574
629	76443	287450
630	76563	287324
631	76677	287175
632	76799	287058
633	76917	286925
634	77039	286804
635	77154	286660
636	77262	286490
637	77380	286354
638	77505	286247
639	77625	286124
640	77745	285996
641	77872	285898
642	77996	285784
643	78117	285661
644	78242	285555
645	78361	285424
646	78485	285313
647	78598	285163
648	78713	285017
649	78835	284898
650	78954	284771
651	79101	284740
652	79231	284651
653	79357	284546
654	79475	284411
655	79597	284292
656	79727	284202
657	79844	284065
658	79970	283961
659	80094	283849
660	80218	283737
661	80329	283581
662	80466	283513
663	80587	283391
664	80708	283268
665	80825	283132
666	80954	283037
667	81072	282905
668	81211	282843
669	81329	282712
670	81458	282616
671	81601	282569
672	81718	282433
673	81835	282296
674	81955	282171
675	82083	282069
676	82195	281918
677	82321	281811
678	82437	281670
679	82561	281559
680	82681	281431
681	82807	281326
682	82926	281197
683	83042	281058
684	83166	280943
685	83278	280792
686	83400	280671
687	83515	280528
688	83643	280428
689	83769	280323
690	83884	280181
691	84007	280064
692	84113	279892
693	84233	279767
694	84359	279660
695	84473	279515
696	84593	279388
697	84726	279305
698	84849	279188
699	84971	279069
700	85092	278946
701	85209	278811
702	85324	278669
703	85455	278581
704	85590	278502
705	85715	278392
706	85837	278274
707	85959	278155
708	86080	278030
709	86195	277890
710	86319	277777
711	86441	277657
712	86568	277552
713	86698	277459
714	86829	277370
715	86953	277255
716	87081	277155
717	87207	277047
718	87317	276889
719	87449	276801
720	87582	276718
721	87703	276595
722	87818	276451
723	87939	276329
724	88061	276210
725	88184	276091
726	88311	275990
727	88425	275842
728	88544	275714
729	88657	275566
730	88773	275429
731	88905	275339
732	89024	275210
733	89139	275068
734	89252	274921
735	89374	274803
736	89510	274726
737	89636	274616
738	89752	274479
739	89882	274385
740	90009	274279
741	90125	274143
742	90243	274008
743	90367	273897
744	90492	273783
745	90614	273665
746	90738	273551
747	90857	273421
748	90981	273309
749	91090	273149
750	91218	273048
751	91349	272955
752	91459	272800
753	91585	272692
754	91717	272600
755	91837	272474
756	91967	272380
757	92089	272258
758	92208	272129
759	92323	271990
760	92450	271885
761	92578	271782
762	92697	271652
763	92828	271559
764	92947	271430
765	93070	271315
766	93190	271188
767	93305	271047
768	93427	270927
769	93543	270790
770	93660	270654
771	93776	270517
772	93900	270403
773	94023	270286
774	94142	270157
775	94259	270022
776	94387	269921
777	94506	269791
778	94631	269680
779	94755	269566
780	94877	269448
781	94994	269314
782	95114	269187
783	95232	269055
784	95359	268951
785	95476	268816
786	95597	268693
787	95723	268584
788	95854	268490
789	95979	268379
790	96102	268261
791	96216	268117
792	96344	268013
793	96458	267873
794	96573	267734
795	96693	267606
796	96818	267495
797	96943	267383
798	97085	267319
799	97204	267190
800	97317	267044
801	97427	266893
802	97563	266811
803	97703	266740
804	97825	266620
805	97943	266488
806	98075	266396
807	98201	266287
808	98328	266178
809	98450	266058
810	98581	265964
811	98704	265844
812	98829	265733
813	98946	265600
814	99069	265482
815	99188	265353
816	99315	265246
817	99439	265132
818	99569	265033
819	99685	264895
820	99824	264820
821	99944	264694
822	100081	264614
823	100205	264499
824	100333	264393
825	100451	264263
826	100571	264137
827	100700	264033
828	100834	263946
829	100961	263839
830	101089	263732
831	101210	263608
832	101344	263519
833	101470	263409
834	101589	263281
835	101715	263170
836	101836	263046
837	101951	262907
838	102072	262784
839	102200	262679
840	102318	262548
841	102449	262450
842	102578	262346
843	102691	262203
844	102815	262088
845	102948	261994
846	103065	261860
847	103191	261751
848	103310	261623
849	103442	261525
850	103566	261411
851	103691	261297
852	103823	261201
853	103943	261074
854	104074	260977
855	104209	260889
856	104328	260760
857	104453	260645
858	104575	260524
859	104700	260410
860	104822	260291
861	104937	260152
862	105057	260026
863	105189	259929
864	105321	259834
865	105448	259725
866	105572	259608
867	105694	259486
868	105824	259386
869	105948	259269
870	106076	259163
871	106208	259065
872	106335	258957
873	106463	258849
874	106591	258743
875	106715	258627
876	106839	258509
877	106968	258405
878	107090	258283
879	107206	258148
880	107329	258029
881	107443	257889
882	107560	257756
883	107680	257630
884	107803	257510
885	107923	257384
886	108042	257256
887	108165	257137
888	108287	257014
889	108418	256915
890	108543	256801
891	108665	256678
892	108798	256584
893	108919	256459
894	109045	256347
895	109171	256235
896	109292	256112
897	109412	255985
898	109538	255874
899	109661	255754
900	109775	255614
901	109897	255494
902	110026	255389
903	110141	255249
904	110263	255129
905	110392	255022
906	110512	254896
907	110642	254795
908	110762	254668
909	110887	254553
910	111016	254448
911	111138	254326
912	111258	254200
913	111377	254072
914	111501	253956
915	111630	253850
916	111748	253718
917	111886	253633
918	112006	253507
919	112131	253393
920	112253	253270
921	112376	253151
922	112510	253056
923	112624	252917
924	112747	252798
925	112869	252676
926	112990	252553
927	113116	252440
928	113237	252315
929	113355	252185
930	113474	252057
931	113591	251925
932	113711	251799
933	113834	251678
934	113952	251549
935	114075	251429
936	114198	251308
937	114326	251202
938	114443	251069
939	114565	250947
940	114685	250821
941	114814	250714
942	114938	250596
943	115060	250475
944	115178	250346
945	115305	250233
946	115443	250147
947	115565	250025
948	115697	249926
949	115812	249788
950	115931	249661
951	116059	249553
952	116184	249436
953	116312	249328
954	116434	249206
955	116560	249094
956	116683	248973
957	116802	248845
958	116925	248725
959	117054	248618
960	117172	248487
961	117294	248366
962	117413	248238
963	117533	248112
964	117656	247993
965	117773	247860
966	117894	247736
967	118019	247621
968	118138	247494
969	118272	247397
970	118397	247282
971	118523	247167
972	118646	247048
973	118770	246929
974	118890	246804
975	119014	246686
976	119141	246574
977	119265	246457
978	119385	246331
979	119507	246209
980	119617	246062
981	119747	245957
982	119875	245847
983	119995	245721
984	120114	245594
985	120241	245483
986	120373	245381
987	120485	245240
988	120612	245126
989	120737	245012
990	120853	244877
991	120972	244749
992	121089	244617
993	121205	244483
994	121331	244371
995	121454	244250
996	121571	244118
997	121694	243998
998	121832	243908
999	121953	243784
1000	122070	243653
1001	122195	243537
1002	122321	243423
1003	122443	243302
1004	122573	243196
1005	122709	243101
1006	122829	242975
1007	122952	242856
1008	123078	242742
1009	123217	242652
1010	123343	242538
1011	123459	242406
1012	123575	242271
1013	123704	242162
1014	123825	242038
1015	123961	241944
1016	124078	241813
1017	124211	241711
1018	124337	241598
1019	124459	241476
1020	124589	241368
1021	124711	241246
1022	124849	241156
1023	124964	241019
1024	125090	240905
1025	125216	240790
1026	125344	240680
1027	125463	240553
1028	125583	240426
1029	125705	240304
1030	125823	240174
1031	125943	240048
1032	126059	239915
1033	126180	239792
1034	126308	239681
1035	126428	239554
1036	126549	239432
1037	126684	239334
1038	126806	239212
1039	126929	239090
1040	127057	238981
1041	127183	238865
1042	127315	238761
1043	127437	238639
1044	127554	238509
1045	127676	238385
1046	127798	238264
1047	127943	238184
1048	128065	238061
1049	128189	237943
1050	128315	237829
1051	128442	237715
1052	128576	237616
1053	128703	237502
1054	128830	237390
1055	128963	237287
1056	129080	237156
1057	129197	237025
1058	129319	236902
1059	129437	236772
1060	129548	236630
1061	129666	236500
1062	129791	236384
1063	129913	236261
1064	130044	236155
1065	130185	236068
1066	130313	235956
1067	130447	235855
1068	130563	235723
1069	130677	235585
1070	130809	235482
1071	130936	235367
1072	131056	235242
1073	131182	235126
1074	131315	235024
1075	131437	234901
1076	131564	234788
1077	131687	234668
1078	131818	234560
1079	131941	234440
1080	132079	234346
1081	132207	234234
1082	132343	234136
1083	132477	234035
1084	132605	233923
1085	132726	233799
1086	132847	233674
1087	132965	233544
1088	133077	233404
1089	133206	233294
1090	133326	233168
1091	133448	233045
1092	133567	232919
1093	133698	232811
1094	133809	232668
1095	133929	232542
1096	134050	232418
1097	134176	232303
1098	134293	232173
1099	134419	232057
1100	134539	231930
1101	134661	231808
1102	134780	231681
1103	134895	231546
1104	135016	231421
1105	135136	231295
1106	135272	231197
1107	135402	231089
1108	135528	230972
1109	135648	230847
1110	135768	230721
1111	135897	230610
1112	136022	230493
1113	136149	230378
1114	136280	230271
1115	136413	230167
1116	136546	230063
1117	136672	229947
1118	136796	229827
1119	136918	229705
1120	137044	229589
1121	137166	229467
1122	137284	229336
1123	137408	229218
1124	137539	229110
1125	137665	228993
1126	137790	228875
1127	137909	228748
1128	138032	228627
1129	138147	228493
1130	138281	228390
1131	138402	228266
1132	138526	228147
1133	138644	228018
1134	138765	227893
1135	138891	227776
1136	139016	227660
1137	139140	227539
1138	139263	227418
1139	139388	227300
1140	139511	227180
1141	139642	227071
1142	139758	226939
1143	139881	226817
1144	140000	226690
1145	140133	226586
1146	140251	226456
1147	140380	226344
1148	140511	226237
1149	140627	226105
1150	140760	225999
1151	140877	225869
1152	140991	225733
1153	141116	225615
1154	141248	225509
1155	141379	225400
1156	141499	225273
1157	141615	225141
1158	141735	225016
1159	141850	224881
1160	141967	224751
1161	142082	224616
1162	142222	224523
1163	142348	224407
1164	142463	224273
1165	142591	224159
1166	142715	224040
1167	142837	223917
1168	142958	223793
1169	143084	223676
1170	143203	223549
1171	143330	223434
1172	143466	223333
1173	143600	223229
1174	143729	223116
1175	143853	222996
1176	143967	222862
1177	144086	222734
1178	144215	222622
1179	144332	222492
1180	144460	222377
1181	144573	222241
1182	144713	222146
1183	144836	222026
1184	144953	221895
1185	145071	221765
1186	145191	221640
1187	145319	221526
1188	145452	221420
1189	145576	221300
1190	145709	221193
1191	145846	221094
1192	145967	220969
1193	146112	220882
1194	146243	220772
1195	146360	220642
1196	146475	220509
1197	146595	220382
1198	146727	220275
1199	146851	220154
1200	146968	220025
1201	147090	219902
1202	147220	219790
1203	147339	219662
1204	147461	219540
1205	147593	219431
1206	147727	219326
1207	147849	219203
1208	147972	219082
1209	148090	218953
1210	148223	218847
1211	148349	218730
1212	148461	218591
1213	148583	218469
1214	148712	218355
1215	148837	218237
1216	148950	218101
1217	149068	217972
1218	149185	217842
1219	149320	217738
1220	149446	217622
1221	149571	217503
1222	149700	217390
1223	149819	217262
1224	149946	217147
1225	150064	217017
1226	150184	216891
1227	150315	216782
1228	150439	216662
1229	150564	216543
1230	150677	216408
1231	150806	216295
1232	150936	216183
1233	151057	216059
1234	151184	215942
1235	151309	215823
1236	151432	215702
1237	151559	215586
1238	151682	215464
1239	151808	215347
1240	151925	215217
1241	152051	215099
1242	152178	214983
1243	152298	214858
1244	152421	214736
1245	152546	214618
1246	152677	214507
1247	152796	214380
1248	152920	214259
1249	153038	214131
1250	153167	214018
1251	153281	213884
1252	153396	213751
1253	153516	213625
1254	153640	213505
1255	153763	213384
1256	153888	213264
1257	154012	213144
1258	154136	213024
1259	154255	212897
1260	154382	212780
1261	154507	212662
1262	154628	212538
1263	154750	212413
1264	154874	212294
1265	155000	212177
1266	155119	212050
1267	155250	211938
1268	155371	211814
1269	155499	211699
1270	155616	211570
1271	155739	211448
1272	155864	211329
1273	155987	211207
1274	156103	211076
1275	156221	210947
1276	156349	210832
1277	156470	210708
1278	156589	210581
1279	156707	210453
1280	156830	210331
1281	156961	210220
1282	157087	210103
1283	157217	209990
1284	157339	209867
1285	157468	209754
1286	157586	209624
1287	157709	209503
1288	157847	209402
1289	157971	209282
1290	158095	209161
1291	158221	209043
1292	158337	208911
1293	158464	208795
1294	158588	208675
1295	158699	208537
1296	158823	208417
1297	158950	208301
1298	159071	208177
1299	159192	208052
1300	159316	207931
1301	159431	207800
1302	159552	207675
1303	159670	207546
1304	159791	207422
1305	159914	207301
1306	160041	207185
1307	160165	207064
1308	160303	206962
1309	160420	206832
1310	160542	206709
1311	160673	206598
1312	160799	206479
1313	160917	206352
1314	161039	206228
1315	161159	206103
1316	161278	205976
1317	161399	205851
1318	161519	205725
1319	161636	205596
1320	161756	205471
1321	161888	205361
1322	162014	205242
1323	162140	205124
1324	162258	204996
1325	162380	204873
1326	162503	204751
1327	162618	204619
1328	162735	204490
1329	162859	204370
1330	162981	204246
1331	163109	204132
1332	163230	204006
1333	163355	203888
1334	163475	203762
1335	163594	203635
1336	163716	203512
1337	163836	203387
1338	163962	203269
1339	164083	203145
1340	164210	203028
1341	164345	202920
1342	164462	202791
1343	164580	202664
1344	164702	202540
1345	164823	202416
1346	164942	202290
1347	165061	202163
1348	165181	202038
1349	165305	201917
1350	165432	201801
1351	165567	201693
1352	165687	201567
1353	165805	201440
1354	165916	201303
1355	166046	201190
1356	166177	201078
1357	166296	200951
1358	166417	200827
1359	166538	200703
1360	166655	200574
1361	166778	200452
1362	166908	200338
1363	167035	200222
1364	167162	200105
1365	167280	199976
1366	167405	199858
1367	167549	199760
1368	167669	199635
1369	167793	199515
1370	167925	199403
1371	168048	199281
1372	168175	199164
1373	168292	199036
1374	168426	198926
1375	168546	198801
1376	168688	198701
1377	168814	198583
1378	168934	198458
1379	169056	198335
1380	169176	198209
1381	169296	198084
1382	169410	197951
1383	169526	197821
1384	169647	197697
1385	169776	197582
1386	169890	197450
1387	170009	197323
1388	170134	197204
1389	170259	197084
1390	170389	196970
1391	170507	196843
1392	170627	196717
1393	170746	196591
1394	170876	196477
1395	171006	196363
1396	171130	196242
1397	171256	196124
1398	171366	195987
1399	171485	195860
1400	171603	195733
1401	171720	195604
1402	171842	195481
1403	171960	195354
1404	172079	195227
1405	172205	195108
1406	172338	194998
1407	172470	194886
1408	172599	194771
1409	172725	194652
1410	172848	194531
1411	172985	194425
1412	173128	194325
1413	173260	194213
1414	173392	194101
1415	173524	193989
1416	173663	193885
1417	173796	193774
1418	173941	193676
1419	174082	193575
1420	174217	193466
1421	174341	193344
1422	174482	193242
1423	174622	193139
1424	174746	193018
1425	174876	192903
1426	174994	192776
1427	175119	192655
1428	175246	192538
1429	175362	192408
1430	175474	192273
1431	175596	192150
1432	175717	192026
1433	175843	191907
1434	175970	191789
1435	176099	191673
1436	176219	191547
1437	176342	191425
1438	176470	191308
1439	176589	191182
1440	176720	191068
1441	176847	190950
1442	176970	190829
1443	177111	190726
1444	177237	190607
1445	177354	190477
1446	177479	190358
1447	177609	190243
1448	177732	190121
1449	177862	190006
1450	177999	189898
1451	178128	189782
1452	178246	189655
1453	178372	189536
1454	178497	189415
1455	178614	189287
1456	178741	189169
1457	178860	189042
1458	178989	188926
1459	179108	188800
1460	179235	188681
1461	179362	188563
1462	179484	188440
1463	179602	188312
1464	179718	188182
1465	179848	188068
1466	179984	187959
1467	180106	187835
1468	180238	187723
1469	180356	187595
1470	180474	187467
1471	180600	187348
1472	180731	187234
1473	180853	187111
1474	180975	186987
1475	181096	186862
1476	181219	186741
1477	181345	186621
1478	181467	186497
1479	181597	186382
1480	181721	186261
1481	181848	186143
1482	181970	186019
1483	182094	185897
1484	182213	185772
1485	182332	185645
1486	182454	185521
1487	182583	185405
1488	182719	185296
1489	182843	185175
1490	182971	185058
1491	183089	184930
1492	183203	184798
1493	183342	184691
1494	183460	184565
1495	183590	184449
1496	183712	184326
1497	183840	184208
1498	183977	184100
1499	184092	183969
1500	184207	183839
1501	184332	183719
1502	184462	183603
1503	184580	183475
1504	184704	183354
1505	184823	183227
1506	184965	183124
1507	185085	182999
1508	185216	182884
1509	185339	182761
1510	185468	182645
1511	185595	182526
1512	185722	182407
1513	185850	182290
1514	185977	182171
1515	186115	182064
1516	186239	181942
1517	186363	181821
1518	186483	181695
1519	186609	181576
1520	186731	181452
1521	186849	181325
1522	186966	181196
1523	187090	181074
1524	187212	180951
1525	187339	180832
1526	187464	180711
1527	187589	180591
1528	187710	180467
1529	187842	180353
1530	187963	180229
1531	188097	180116
1532	188223	179997
1533	188342	179870
1534	188476	179758
1535	188591	179628
1536	188718	179509
1537	188847	179392
1538	188972	179272
1539	189101	179155
1540	189218	179027
1541	189360	178922
1542	189482	178798
1543	189610	178681
1544	189730	178555
1545	189850	178430
1546	189966	178301
1547	190096	178184
1548	190216	178059
1549	190334	177932
1550	190460	177812
1551	190582	177688
1552	190698	177559
1553	190839	177453
1554	190977	177345
1555	191102	177224
1556	191228	177104
1557	191383	177011
1558	191502	176885
1559	191636	176772
1560	191759	176649
1561	191878	176523
1562	192005	176404
1563	192129	176282
1564	192249	176157
1565	192371	176033
1566	192493	175909
1567	192617	175788
1568	192734	175659
1569	192867	175546
1570	192978	175413
1571	193113	175300
1572	193227	175169
1573	193356	175053
1574	193480	174931
1575	193599	174804
1576	193719	174679
1577	193833	174548
1578	193965	174433
1579	194109	174330
1580	194237	174211
1581	194356	174085
1582	194489	173971
1583	194611	173848
1584	194732	173723
1585	194852	173598
1586	194983	173482
1587	195104	173358
1588	195220	173229
1589	195350	173112
1590	195476	172992
1591	195600	172870
1592	195720	172744
1593	195840	172619
1594	195956	172490
1595	196093	172380
1596	196218	172259
1597	196341	172136
1598	196465	172014
1599	196582	171886
1600	196713	171770
1601	196844	171655
1602	196975	171539
1603	197107	171424
1604	197232	171303
1605	197355	171180
1606	197482	171061
1607	197612	170944
1608	197724	170812
1609	197849	170691
1610	197957	170555
1611	198079	170432
1612	198208	170314
1613	198328	170188
1614	198446	170062
1615	198567	169937
1616	198688	169813
1617	198805	169685
1618	198926	169560
1619	199056	169444
1620	199193	169332
1621	199317	169211
1622	199447	169093
1623	199575	168975
1624	199688	168844
1625	199810	168720
1626	199931	168596
1627	200054	168473
1628	200177	168351
1629	200300	168227
1630	200428	168109
1631	200562	167995
1632	200674	167863
1633	200798	167742
1634	200918	167616
1635	201034	167487
1636	201161	167367
1637	201291	167251
1638	201414	167128
1639	201540	167008
1640	201679	166898
1641	201806	166778
1642	201923	166651
1643	202060	166539
1644	202182	166416
1645	202309	166296
1646	202429	166171
1647	202554	166050
1648	202674	165925
1649	202791	165797
1650	202913	165673
1651	203027	165543
1652	203144	165416
1653	203273	165297
1654	203390	165170
1655	203524	165056
1656	203644	164930
1657	203760	164803
1658	203883	164679
1659	204001	164553
1660	204128	164433
1661	204249	164309
1662	204375	164188
1663	204494	164062
