iter	Passed	Remaining
401	18236	147385
402	18280	147329
403	18330	147321
404	18375	147273
405	18426	147278
406	18469	147212
407	18511	147142
408	18548	147028
409	18595	146994
410	18642	146960
411	18682	146873
412	18721	146777
413	18768	146744
414	18802	146614
415	18838	146494
416	18882	146444
417	18930	146414
418	18969	146320
419	19019	146316
420	19072	146327
421	19116	146273
422	19148	146124
423	19188	146038
424	19230	145970
425	19274	145918
426	19320	145873
427	19358	145778
428	19403	145728
429	19440	145621
430	19487	145590
431	19537	145582
432	19579	145511
433	19630	145510
434	19668	145407
435	19717	145393
436	19770	145402
437	19821	145404
438	19859	145302
439	19904	145258
440	19953	145238
441	19993	145156
442	20039	145114
443	20083	145059
444	20123	144980
445	20167	144927
446	20217	144915
447	20256	144827
448	20300	144774
449	20345	144724
450	20390	144675
451	20436	144635
452	20482	144598
453	20522	144514
454	20564	144451
455	20615	144442
456	20667	144445
457	20716	144426
458	20763	144394
459	20809	144354
460	20849	144276
461	20895	144229
462	20945	144218
463	20996	144214
464	21042	144173
465	21086	144121
466	21128	144051
467	21177	144035
468	21226	144011
469	21269	143953
470	21315	143913
471	21361	143874
472	21401	143789
473	21448	143760
474	21493	143711
475	21539	143671
476	21579	143593
477	21616	143491
478	21663	143457
479	21704	143384
480	21751	143348
481	21798	143316
482	21842	143265
483	21887	143219
484	21935	143191
485	21982	143159
486	22029	143124
487	22070	143049
488	22121	143041
489	22168	143011
490	22215	142975
491	22259	142924
492	22310	142913
493	22353	142857
494	22402	142831
495	22441	142750
496	22492	142737
497	22539	142702
498	22582	142646
499	22625	142584
500	22672	142553
501	22720	142525
502	22772	142523
503	22817	142470
504	22865	142444
505	22916	142432
506	22964	142404
507	23015	142395
508	23054	142314
509	23102	142284
510	23153	142274
511	23197	142222
512	23241	142166
513	23275	142053
514	23320	142003
515	23361	141931
516	23410	141909
517	23450	141834
518	23482	141711
519	23525	141649
520	23573	141622
521	23617	141567
522	23654	141472
523	23696	141409
524	23744	141380
525	23799	141393
526	23849	141375
527	23894	141331
528	23937	141272
529	23986	141249
530	24035	141226
531	24080	141179
532	24121	141108
533	24164	141048
534	24206	140987
535	24254	140959
536	24295	140884
537	24337	140824
538	24387	140804
539	24439	140801
540	24491	140792
541	24535	140737
542	24578	140680
543	24624	140638
544	24659	140538
545	24702	140480
546	24748	140435
547	24803	140445
548	24853	140431
549	24899	140385
550	24953	140389
551	25003	140370
552	25054	140358
553	25090	140264
554	25133	140204
555	25182	140181
556	25228	140138
557	25276	140107
558	25319	140050
559	25365	140009
560	25410	139959
561	25455	139912
562	25505	139897
563	25551	139851
564	25596	139804
565	25644	139775
566	25688	139721
567	25736	139693
568	25791	139699
569	25837	139656
570	25891	139662
571	25937	139618
572	25979	139554
573	26029	139532
574	26079	139512
575	26128	139489
576	26169	139419
577	26219	139401
578	26268	139373
579	26312	139319
580	26349	139231
581	26394	139184
582	26440	139141
583	26487	139103
584	26537	139081
585	26581	139033
586	26623	138970
587	26681	138989
588	26736	138991
589	26782	138951
590	26830	138919
591	26880	138899
592	26926	138854
593	26975	138830
594	27023	138798
595	27072	138770
596	27117	138723
597	27158	138652
598	27203	138605
599	27254	138588
600	27304	138564
601	27343	138490
602	27394	138470
603	27441	138436
604	27479	138349
605	27524	138303
606	27564	138233
607	27603	138151
608	27642	138077
609	27691	138047
610	27739	138018
611	27787	137982
612	27828	137916
613	27879	137899
614	27924	137850
615	27971	137816
616	28013	137753
617	28054	137685
618	28096	137625
619	28138	137562
620	28191	137554
621	28233	137491
622	28281	137457
623	28329	137424
624	28380	137405
625	28430	137382
626	28470	137310
627	28521	137294
628	28562	137228
629	28603	137162
630	28651	137128
631	28695	137073
632	28739	137025
633	28789	136997
634	28832	136944
635	28880	136911
636	28929	136880
637	28973	136829
638	29018	136782
639	29070	136768
640	29117	136727
641	29161	136679
642	29211	136653
643	29264	136642
644	29306	136580
645	29359	136570
646	29412	136563
647	29459	136524
648	29499	136452
649	29550	136433
650	29600	136409
651	29646	136364
652	29690	136310
653	29730	136240
654	29776	136197
655	29822	136154
656	29868	136114
657	29922	136107
658	29966	136053
659	30007	135986
660	30049	135925
661	30090	135863
662	30141	135843
663	30183	135778
664	30231	135745
665	30274	135689
666	30316	135630
667	30364	135595
668	30410	135552
669	30452	135492
670	30499	135452
671	30538	135376
672	30579	135314
673	30622	135257
674	30665	135200
675	30713	135166
676	30763	135139
677	30810	135101
678	30852	135040
679	30906	135035
680	30948	134975
681	30999	134951
682	31048	134922
683	31092	134872
684	31138	134829
685	31185	134790
686	31232	134748
687	31279	134709
688	31324	134663
689	31373	134633
690	31416	134577
691	31463	134539
692	31510	134498
693	31556	134457
694	31602	134412
695	31646	134359
696	31695	134332
697	31740	134283
698	31788	134250
699	31841	134233
700	31884	134177
701	31929	134132
702	31974	134085
703	32026	134067
704	32067	134003
705	32104	133920
706	32142	133843
707	32191	133811
708	32235	133761
709	32284	133730
710	32334	133704
711	32378	133651
712	32427	133620
713	32470	133566
714	32513	133508
715	32559	133468
716	32610	133443
717	32654	133392
718	32696	133332
719	32741	133285
720	32786	133235
721	32829	133183
722	32873	133132
723	32923	133102
724	32969	133062
725	33020	133039
726	33061	132974
727	33101	132905
728	33147	132862
729	33192	132817
730	33239	132777
731	33287	132739
732	33328	132678
733	33365	132597
734	33413	132563
735	33459	132521
736	33502	132464
737	33543	132402
738	33584	132339
739	33636	132320
740	33684	132282
741	33736	132263
742	33783	132225
743	33830	132185
744	33877	132144
745	33927	132117
746	33972	132070
747	34013	132006
748	34058	131961
749	34094	131879
750	34141	131837
751	34186	131789
752	34244	131794
753	34296	131772
754	34336	131707
755	34383	131668
756	34430	131628
757	34478	131590
758	34522	131540
759	34569	131501
760	34619	131471
761	34670	131447
762	34712	131389
763	34746	131300
764	34799	131283
765	34855	131275
766	34899	131226
767	34946	131186
768	35003	131183
769	35056	131167
770	35103	131124
771	35153	131096
772	35188	131012
773	35232	130959
774	35272	130895
775	35319	130854
776	35362	130799
777	35393	130702
778	35436	130647
779	35481	130598
780	35541	130608
781	35589	130570
782	35637	130533
783	35685	130497
784	35737	130474
785	35776	130406
786	35825	130373
787	35861	130293
788	35903	130235
789	35950	130196
790	36001	130171
791	36053	130147
792	36092	130078
793	36135	130023
794	36185	129994
795	36239	129978
796	36283	129928
797	36335	129905
798	36379	129853
799	36416	129778
800	36459	129725
801	36498	129656
802	36555	129652
803	36596	129590
804	36645	129557
805	36692	129517
806	36739	129476
807	36779	129412
808	36825	129366
809	36882	129363
810	36933	129334
811	36981	129298
812	37029	129261
813	37077	129226
814	37118	129162
815	37164	129117
816	37209	129072
817	37256	129030
818	37304	128995
819	37353	128961
820	37402	128926
821	37440	128856
822	37480	128789
823	37521	128730
824	37569	128694
825	37615	128647
826	37674	128650
827	37720	128604
828	37768	128566
829	37806	128496
830	37851	128449
831	37892	128387
832	37941	128352
833	37992	128325
834	38041	128293
835	38088	128252
836	38126	128182
837	38180	128165
838	38228	128127
839	38281	128105
840	38329	128068
841	38372	128015
842	38413	127955
843	38458	127906
844	38502	127855
845	38545	127801
846	38595	127769
847	38638	127715
848	38680	127660
849	38719	127590
850	38766	127551
851	38816	127518
852	38856	127458
853	38886	127360
854	38925	127292
855	38974	127259
856	39009	127180
857	39052	127124
858	39103	127098
859	39140	127024
860	39187	126984
861	39230	126929
862	39285	126913
863	39330	126869
864	39372	126812
865	39421	126776
866	39462	126717
867	39502	126654
868	39547	126606
869	39591	126557
870	39644	126534
871	39685	126475
872	39726	126416
873	39772	126369
874	39809	126298
875	39854	126250
876	39900	126207
877	39939	126142
878	39991	126117
879	40037	126071
880	40087	126041
881	40131	125990
882	40178	125951
883	40226	125912
884	40277	125883
885	40327	125851
886	40367	125790
887	40407	125725
888	40452	125680
889	40495	125626
890	40541	125584
891	40584	125530
892	40633	125495
893	40682	125461
894	40726	125409
895	40768	125355
896	40812	125304
897	40859	125262
898	40906	125220
899	40948	125165
900	40994	125121
901	41040	125076
902	41091	125049
903	41135	125000
904	41179	124949
905	41221	124892
906	41270	124858
907	41318	124821
908	41367	124786
909	41414	124743
910	41459	124698
911	41500	124636
912	41545	124590
913	41579	124510
914	41620	124452
915	41667	124409
916	41712	124363
917	41761	124328
918	41807	124286
919	41862	124269
920	41910	124228
921	41961	124200
922	42000	124135
923	42051	124106
924	42103	124080
925	42147	124029
926	42194	123989
927	42238	123939
928	42281	123886
929	42320	123822
930	42375	123804
931	42419	123755
932	42460	123695
933	42500	123632
934	42543	123580
935	42592	123545
936	42636	123495
937	42682	123452
938	42725	123398
939	42765	123338
940	42810	123292
941	42852	123236
942	42896	123186
943	42950	123162
944	42999	123127
945	43052	123105
946	43098	123060
947	43146	123023
948	43189	122968
949	43229	122909
950	43279	122875
951	43318	122812
952	43366	122774
953	43414	122733
954	43462	122696
955	43499	122627
956	43547	122587
957	43599	122559
958	43653	122538
959	43705	122511
960	43759	122489
961	43804	122442
962	43855	122414
963	43901	122369
964	43954	122343
965	44002	122304
966	44045	122253
967	44088	122199
968	44141	122175
969	44185	122124
970	44230	122079
971	44275	122030
972	44323	121991
973	44369	121948
974	44410	121889
975	44453	121837
976	44500	121794
977	44553	121770
978	44599	121726
979	44647	121687
980	44696	121651
981	44743	121608
982	44784	121550
983	44828	121500
984	44867	121437
985	44913	121394
986	44958	121346
987	45007	121309
988	45061	121287
989	45108	121247
990	45166	121233
991	45214	121195
992	45261	121153
993	45315	121129
994	45368	121104
995	45422	121080
996	45465	121029
997	45488	120922
998	45537	120886
999	45582	120838
1000	45623	120782
1001	45665	120726
1002	45719	120703
1003	45762	120650
1004	45806	120600
1005	45843	120532
1006	45881	120467
1007	45933	120439
1008	45978	120391
1009	46027	120354
1010	46074	120314
1011	46116	120259
1012	46169	120233
1013	46216	120189
1014	46261	120142
1015	46315	120118
1016	46363	120080
1017	46406	120028
1018	46452	119984
1019	46500	119943
1020	46552	119914
1021	46593	119858
1022	46633	119798
1023	46686	119770
1024	46730	119721
1025	46773	119667
1026	46825	119640
1027	46876	119607
1028	46933	119591
1029	46983	119557
1030	47033	119522
1031	47077	119474
1032	47123	119428
1033	47169	119384
1034	47213	119334
1035	47266	119307
1036	47312	119262
1037	47359	119219
1038	47400	119162
1039	47449	119124
1040	47492	119073
1041	47539	119030
1042	47584	118984
1043	47625	118926
1044	47679	118901
1045	47726	118859
1046	47778	118829
1047	47824	118786
1048	47866	118731
1049	47912	118686
1050	47963	118654
1051	48016	118627
1052	48058	118570
1053	48106	118532
1054	48150	118482
1055	48202	118452
1056	48244	118397
1057	48296	118366
1058	48351	118343
1059	48391	118285
1060	48436	118237
1061	48479	118185
1062	48520	118128
1063	48566	118083
1064	48619	118057
1065	48662	118003
1066	48704	117950
1067	48748	117900
1068	48792	117851
1069	48837	117803
1070	48883	117758
1071	48930	117715
1072	48977	117674
1073	49018	117616
1074	49056	117553
1075	49104	117512
1076	49156	117481
1077	49198	117429
1078	49242	117378
1079	49281	117318
1080	49330	117279
1081	49371	117224
1082	49413	117168
1083	49458	117121
1084	49501	117070
1085	49546	117021
1086	49590	116972
1087	49634	116923
1088	49685	116890
1089	49727	116836
1090	49773	116793
1091	49819	116748
1092	49862	116696
1093	49903	116638
1094	49945	116585
1095	49998	116556
1096	50040	116502
1097	50080	116443
1098	50127	116400
1099	50165	116338
1100	50210	116291
1101	50234	116195
1102	50276	116142
1103	50319	116090
1104	50365	116046
1105	50415	116011
1106	50459	115961
1107	50502	115910
1108	50540	115847
1109	50585	115798
1110	50632	115757
1111	50681	115719
1112	50725	115669
1113	50764	115611
1114	50803	115550
1115	50852	115512
1116	50902	115476
1117	50950	115435
1118	50995	115388
1119	51037	115335
1120	51087	115301
1121	51147	115287
1122	51191	115238
1123	51244	115208
1124	51289	115161
1125	51341	115130
1126	51386	115083
1127	51432	115040
1128	51471	114977
1129	51516	114931
1130	51565	114894
1131	51607	114841
1132	51653	114794
1133	51703	114759
1134	51752	114721
1135	51804	114690
1136	51841	114626
1137	51888	114583
1138	51931	114531
1139	51974	114479
1140	52016	114426
1141	52063	114384
1142	52113	114348
1143	52165	114316
1144	52211	114273
1145	52256	114226
1146	52294	114163
1147	52343	114125
1148	52381	114063
1149	52430	114024
1150	52475	113978
1151	52521	113932
1152	52574	113904
1153	52620	113859
1154	52662	113804
1155	52709	113762
1156	52759	113726
1157	52802	113675
1158	52845	113624
1159	52889	113575
1160	52939	113538
1161	52983	113490
1162	53027	113441
1163	53077	113404
1164	53121	113355
1165	53170	113318
1166	53219	113279
1167	53262	113227
1168	53310	113186
1169	53361	113152
1170	53406	113107
1171	53451	113060
1172	53500	113021
1173	53543	112969
1174	53597	112942
1175	53640	112890
1176	53687	112848
1177	53741	112819
1178	53783	112768
1179	53828	112720
1180	53877	112682
1181	53923	112637
1182	53967	112588
1183	54020	112558
1184	54060	112501
1185	54111	112466
1186	54158	112424
1187	54202	112375
1188	54250	112333
1189	54299	112294
1190	54342	112243
1191	54389	112201
1192	54435	112155
1193	54478	112106
1194	54521	112054
1195	54566	112006
1196	54612	111963
1197	54654	111910
1198	54697	111857
1199	54737	111801
1200	54779	111748
1201	54815	111683
1202	54853	111621
1203	54898	111575
1204	54939	111519
1205	54986	111476
1206	55037	111443
1207	55090	111413
1208	55140	111376
1209	55181	111319
1210	55218	111257
1211	55265	111214
1212	55306	111160
1213	55351	111113
1214	55400	111073
1215	55441	111019
1216	55484	110968
1217	55537	110937
1218	55577	110881
1219	55620	110829
1220	55665	110783
1221	55708	110733
1222	55760	110699
1223	55802	110648
1224	55849	110603
1225	55899	110567
1226	55942	110518
1227	55980	110455
1228	56027	110414
1229	56075	110373
1230	56123	110331
1231	56168	110284
1232	56211	110235
1233	56259	110194
1234	56304	110146
1235	56356	110113
1236	56399	110063
1237	56442	110012
1238	56491	109973
1239	56536	109926
1240	56576	109870
1241	56614	109811
1242	56657	109760
1243	56703	109714
1244	56748	109667
1245	56794	109623
1246	56843	109584
1247	56890	109541
1248	56929	109483
1249	56975	109438
1250	57025	109402
1251	57069	109353
1252	57110	109299
1253	57150	109242
1254	57200	109205
1255	57253	109173
1256	57295	109121
1257	57336	109066
1258	57380	109017
1259	57427	108975
1260	57470	108925
1261	57519	108885
1262	57562	108834
1263	57607	108789
1264	57652	108742
1265	57693	108687
1266	57732	108629
1267	57782	108593
1268	57830	108551
1269	57872	108499
1270	57922	108461
1271	57964	108409
1272	58011	108366
1273	58061	108329
1274	58104	108280
1275	58152	108238
1276	58186	108170
1277	58226	108115
1278	58273	108073
1279	58323	108034
1280	58365	107982
1281	58410	107936
1282	58453	107886
1283	58496	107836
1284	58537	107781
1285	58582	107735
1286	58637	107706
1287	58679	107655
1288	58719	107599
1289	58772	107567
1290	58812	107510
1291	58862	107473
1292	58904	107422
1293	58950	107377
1294	58993	107327
1295	59043	107290
1296	59096	107257
1297	59141	107211
1298	59188	107168
1299	59236	107126
1300	59290	107097
1301	59331	107042
1302	59378	107000
1303	59422	106951
1304	59470	106909
1305	59512	106859
1306	59560	106816
1307	59604	106769
1308	59650	106724
1309	59692	106672
1310	59730	106613
1311	59776	106568
1312	59821	106521
1313	59865	106473
1314	59914	106433
1315	59961	106390
1316	60005	106342
1317	60053	106301
1318	60099	106255
1319	60153	106225
1320	60200	106182
1321	60246	106138
1322	60297	106101
1323	60343	106057
1324	60381	105997
1325	60429	105956
1326	60474	105909
1327	60516	105858
1328	60562	105813
1329	60608	105767
1330	60651	105718
1331	60693	105666
1332	60736	105616
1333	60779	105567
1334	60832	105534
1335	60871	105477
1336	60912	105423
1337	60953	105369
1338	60998	105324
1339	61048	105286
1340	61097	105246
1341	61143	105201
1342	61185	105149
1343	61223	105090
1344	61273	105053
1345	61328	105023
1346	61368	104968
1347	61418	104931
1348	61461	104880
1349	61512	104844
1350	61566	104813
1351	61610	104764
1352	61655	104718
1353	61693	104659
1354	61733	104605
1355	61790	104578
1356	61837	104535
1357	61885	104495
1358	61927	104442
1359	61977	104404
1360	62022	104358
1361	62067	104311
1362	62115	104270
1363	62160	104223
1364	62207	104181
1365	62261	104148
1366	62311	104110
1367	62346	104048
1368	62386	103993
1369	62424	103934
1370	62480	103906
1371	62517	103846
1372	62559	103795
1373	62608	103754
1374	62645	103696
1375	62697	103659
1376	62747	103621
1377	62799	103587
1378	62842	103536
1379	62889	103494
1380	62937	103452
1381	62975	103395
1382	63019	103346
1383	63060	103293
1384	63106	103249
1385	63156	103211
1386	63195	103153
1387	63233	103096
1388	63281	103054
1389	63325	103006
1390	63372	102962
1391	63412	102908
1392	63460	102867
1393	63501	102813
1394	63553	102778
1395	63598	102731
1396	63637	102676
1397	63686	102635
1398	63724	102577
1399	63772	102536
1400	63820	102494
1401	63864	102447
1402	63916	102412
1403	63961	102365
1404	64004	102316
1405	64048	102267
1406	64094	102222
1407	64142	102181
1408	64183	102128
1409	64235	102094
1410	64288	102060
1411	64340	102024
1412	64365	101946
1413	64417	101910
1414	64461	101862
1415	64501	101809
1416	64542	101756
1417	64586	101707
1418	64627	101655
1419	64667	101601
1420	64722	101570
1421	64765	101521
1422	64803	101463
1423	64844	101409
1424	64890	101365
1425	64938	101324
1426	64989	101287
1427	65037	101244
1428	65087	101206
1429	65138	101170
1430	65182	101121
1431	65227	101074
1432	65267	101021
1433	65319	100985
1434	65361	100934
1435	65408	100891
1436	65448	100837
1437	65496	100794
1438	65541	100748
1439	65587	100703
1440	65633	100659
1441	65671	100602
1442	65720	100561
1443	65761	100508
1444	65796	100448
1445	65842	100403
1446	65882	100349
1447	65924	100297
1448	65965	100245
1449	66013	100204
1450	66057	100156
1451	66102	100109
1452	66148	100065
1453	66197	100025
1454	66250	99989
1455	66293	99941
1456	66342	99900
1457	66390	99858
1458	66440	99819
1459	66492	99783
1460	66545	99749
1461	66595	99710
1462	66635	99657
1463	66674	99602
1464	66721	99558
1465	66770	99517
1466	66817	99474
1467	66863	99430
1468	66902	99374
1469	66951	99334
1470	66991	99279
1471	67039	99238
1472	67083	99190
1473	67113	99122
1474	67164	99084
1475	67211	99040
1476	67242	98974
1477	67280	98917
1478	67326	98872
1479	67375	98832
1480	67423	98790
1481	67463	98736
1482	67507	98689
1483	67551	98642
1484	67598	98597
1485	67648	98558
1486	67698	98519
1487	67740	98469
1488	67790	98431
1489	67837	98387
1490	67881	98338
1491	67922	98286
1492	67975	98252
1493	68011	98193
1494	68053	98143
1495	68093	98089
1496	68133	98035
1497	68186	98000
1498	68225	97946
1499	68274	97905
1500	68332	97877
1501	68375	97829
1502	68427	97792
1503	68472	97745
1504	68523	97708
1505	68575	97672
1506	68619	97625
1507	68659	97570
1508	68710	97533
1509	68753	97484
1510	68810	97454
1511	68862	97418
1512	68907	97372
1513	68951	97325
1514	68994	97275
1515	69033	97220
1516	69079	97175
1517	69118	97120
1518	69164	97076
1519	69206	97026
1520	69252	96981
1521	69291	96926
1522	69342	96887
1523	69388	96844
1524	69433	96797
1525	69484	96758
1526	69525	96707
1527	69581	96675
1528	69623	96625
1529	69669	96581
1530	69714	96535
1531	69758	96487
1532	69801	96437
1533	69840	96384
1534	69895	96351
1535	69943	96309
1536	69988	96263
1537	70027	96208
1538	70066	96153
1539	70112	96108
1540	70155	96060
1541	70201	96014
1542	70251	95976
1543	70303	95938
1544	70356	95902
1545	70404	95861
1546	70445	95809
1547	70495	95769
1548	70542	95726
1549	70591	95685
1550	70636	95639
1551	70682	95594
1552	70726	95546
1553	70772	95501
1554	70814	95450
1555	70876	95428
1556	70925	95387
1557	70972	95343
1558	71021	95302
1559	71066	95256
1560	71113	95213
1561	71158	95165
1562	71201	95117
1563	71251	95077
1564	71298	95034
1565	71346	94992
1566	71396	94952
1567	71443	94909
1568	71483	94856
1569	71530	94811
1570	71588	94783
1571	71628	94730
1572	71667	94675
1573	71710	94626
1574	71754	94579
1575	71795	94528
1576	71827	94464
1577	71870	94415
1578	71922	94378
1579	71967	94331
1580	72014	94287
1581	72056	94238
1582	72106	94197
1583	72152	94154
1584	72197	94107
1585	72239	94057
1586	72288	94015
1587	72339	93977
1588	72388	93936
1589	72438	93896
1590	72482	93849
1591	72531	93808
1592	72576	93762
1593	72618	93711
1594	72660	93661
1595	72708	93619
1596	72752	93572
1597	72795	93522
1598	72841	93477
1599	72888	93434
1600	72936	93391
1601	72984	93348
1602	73025	93297
1603	73071	93253
1604	73117	93208
1605	73162	93161
1606	73205	93112
1607	73248	93063
1608	73297	93022
1609	73339	92973
1610	73388	92931
1611	73441	92895
1612	73484	92847
1613	73525	92794
1614	73563	92739
1615	73608	92694
1616	73654	92648
1617	73701	92605
1618	73746	92559
1619	73787	92507
1620	73836	92466
1621	73878	92416
1622	73923	92370
1623	73971	92328
1624	74020	92286
1625	74068	92244
1626	74114	92198
1627	74164	92159
1628	74206	92109
1629	74255	92067
1630	74305	92028
1631	74348	91978
1632	74393	91932
1633	74441	91890
1634	74480	91837
1635	74526	91792
1636	74571	91744
1637	74616	91698
1638	74653	91643
1639	74693	91590
1640	74738	91544
1641	74784	91499
1642	74810	91429
1643	74863	91393
1644	74913	91352
1645	74966	91317
1646	75013	91273
1647	75053	91221
1648	75105	91182
1649	75148	91134
1650	75191	91086
1651	75231	91034
1652	75274	90985
1653	75315	90934
1654	75347	90872
1655	75392	90825
1656	75433	90775
1657	75477	90727
1658	75523	90682
1659	75570	90639
1660	75618	90596
1661	75661	90547
1662	75706	90502
1663	75749	90453
1664	75802	90416
